video_id,skill_id,batch_id
epZQq_tBaT4,model_evaluation_metrics,2025-11-07-static-v1
2osIZ-dSPGE,model_evaluation_metrics,2025-11-07-static-v1
aWAnNHXIKww,model_evaluation_metrics,2025-11-07-static-v1
cRz0BWkuwHg,model_evaluation_metrics,2025-11-07-static-v1
q7LwPoM7tSQ,model_evaluation_metrics,2025-11-07-static-v1
Ti7c-Hz7GSM,model_evaluation_metrics,2025-11-07-static-v1
TrzUlo4BImM,model_evaluation_metrics,2025-11-07-static-v1
kDY4TodQwbg,model_evaluation_metrics,2025-11-07-static-v1
Kdsp6soqA7o,model_evaluation_metrics,2025-11-07-static-v1
aDW44NPhNw0,model_evaluation_metrics,2025-11-07-static-v1
fSytzGwwBVw,model_evaluation_metrics,2025-11-07-static-v1
E0Hmnixke2g,model_evaluation_metrics,2025-11-07-static-v1
4jRBRDbJemM,model_evaluation_metrics,2025-11-07-static-v1
yN7ypxC7838,model_evaluation_metrics,2025-11-07-static-v1
4wr1LesHDHc,model_evaluation_metrics,2025-11-07-static-v1
A_ZKMsZ3f3o,model_evaluation_metrics,2025-11-07-static-v1
KdUrfY1yM0w,model_evaluation_metrics,2025-11-07-static-v1
hkgJfS1LgSc,model_evaluation_metrics,2025-11-07-static-v1
c09drtuCS3c,model_evaluation_metrics,2025-11-07-static-v1
_CGTbkHwUHQ,model_evaluation_metrics,2025-11-07-static-v1
AZ45uzDTE9Y,model_evaluation_metrics,2025-11-07-static-v1
tYZ6cpatw-w,model_evaluation_metrics,2025-11-07-static-v1
iK-kdhJ-7yI,model_evaluation_metrics,2025-11-07-static-v1
V2km7VW8t4Q,model_evaluation_metrics,2025-11-07-static-v1
uuQ4XLeyWG0,model_evaluation_metrics,2025-11-07-static-v1
83Gh8XsfZMo,model_evaluation_metrics,2025-11-07-static-v1
5vqk6HnITko,model_evaluation_metrics,2025-11-07-static-v1
w1RySTwe6Dk,model_evaluation_metrics,2025-11-07-static-v1
3dhcmeOTZ_Q,model_evaluation_metrics,2025-11-07-static-v1
spvYjEWtX-o,model_evaluation_metrics,2025-11-07-static-v1
SH4soR1O7fY,model_evaluation_metrics,2025-11-07-static-v1
dMtzHp3pBWs,model_evaluation_metrics,2025-11-07-static-v1
RYJ1WYUe9_M,model_evaluation_metrics,2025-11-07-static-v1
UVaUn_vT4VU,model_evaluation_metrics,2025-11-07-static-v1
jbWMQWLkuWk,model_evaluation_metrics,2025-11-07-static-v1
KZ_-Xu5A9yM,model_evaluation_metrics,2025-11-07-static-v1
W01eOG4k0es,model_evaluation_metrics,2025-11-07-static-v1
KNlJVUVbaMg,model_evaluation_metrics,2025-11-07-static-v1
wr0HbHKjMyA,model_evaluation_metrics,2025-11-07-static-v1
QAWwupiu4JI,model_evaluation_metrics,2025-11-07-static-v1
Z8tUuplPYlI,model_evaluation_metrics,2025-11-07-static-v1
7FSF3W7-wIQ,model_evaluation_metrics,2025-11-07-static-v1
cpQC6cYE6Ts,model_evaluation_metrics,2025-11-07-static-v1
jyeNAByFL_A,model_evaluation_metrics,2025-11-07-static-v1
bN-yBh4GAeY,model_evaluation_metrics,2025-11-07-static-v1
PoqGrCscJ7k,model_evaluation_metrics,2025-11-07-static-v1
8yZTriANUrA,model_evaluation_metrics,2025-11-07-static-v1
pss3RKf9gP4,model_evaluation_metrics,2025-11-07-static-v1
jr_BcU4QlNE,model_evaluation_metrics,2025-11-07-static-v1
LxcRFNRgLCs,model_evaluation_metrics,2025-11-07-static-v1
8Oog7TXHvFY,model_evaluation_metrics,2025-11-07-static-v1
bgyN3RO2ICo,model_evaluation_metrics,2025-11-07-static-v1
SUikDsbgUIY,model_evaluation_metrics,2025-11-07-static-v1
q4MnddDBLoI,model_evaluation_metrics,2025-11-07-static-v1
AOIkPnKu0YA,model_evaluation_metrics,2025-11-07-static-v1
92ww8yNxuOQ,model_evaluation_metrics,2025-11-07-static-v1
L3r7fL18L3E,model_evaluation_metrics,2025-11-07-static-v1
vezkZNorkMU,model_evaluation_metrics,2025-11-07-static-v1
OHBvQOGjTFo,model_evaluation_metrics,2025-11-07-static-v1
zqJLLaDd4QQ,model_evaluation_metrics,2025-11-07-static-v1
gkNccYwtAbU,model_evaluation_metrics,2025-11-07-static-v1
